id,subject,term,meaning_ja,example_en,example_ja,source,status,used_at
942,ISC,application programming interface (API),API(アプリケーション・プログラミング・インターフェース),Data is exchanged between systems through an API.,データはAPIを通じてシステム間で交換される。,,verified,
943,ISC,operating system,オペレーティング・システム,The operating system manages hardware resources.,オペレーティング・システムはハードウェア資源を管理する。,,verified,
944,ISC,local area network (LAN),構内ネットワーク(LAN),The office computers share a LAN.,オフィスのコンピュータはLANを共有する。,,verified,
945,ISC,wide area network (WAN),広域ネットワーク(WAN),Branches are connected through a WAN.,支店はWANで接続されている。,,verified,
946,ISC,data center,データセンター,The servers are housed in a secure data center.,サーバーは安全なデータセンターに設置されている。,,verified,
947,ISC,virtualization,仮想化,Virtualization runs multiple servers on one machine.,仮想化は1台の機器で複数のサーバーを稼働させる。,,verified,
948,ISC,scalability,拡張性(スケーラビリティ),Cloud services offer high scalability.,クラウド・サービスは高い拡張性を提供する。,,verified,
949,ISC,system development life cycle,システム開発ライフサイクル(SDLC),The SDLC includes design and testing phases.,SDLCには設計とテストの段階が含まれる。,,verified,
950,ISC,user acceptance testing,受入テスト(UAT),Users approved the system after user acceptance testing.,受入テストの後に利用者はシステムを承認した。,,verified,
951,TCP,above-the-line deduction,所得調整控除(AGI前控除),Above-the-line deductions reduce adjusted gross income.,AGI前控除は調整後総所得を減少させる。,,verified,
952,TCP,qualified business income deduction,適格事業所得控除(QBI控除),The owner claimed the qualified business income deduction.,その事業主はQBI控除を適用した。,,verified,
953,TCP,Section 179 expensing,179条即時償却,Section 179 allows immediate expensing of equipment.,179条により設備の即時費用化が認められる。,,verified,
954,TCP,bonus depreciation,特別償却(ボーナス減価償却),Bonus depreciation accelerates cost recovery.,ボーナス償却は原価回収を加速する。,,verified,
955,TCP,MACRS,修正加速度原価回収制度(MACRS),Tax depreciation follows the MACRS tables.,税務上の減価償却はMACRSの表に従う。,,verified,
956,TCP,half-year convention,半年慣行,The half-year convention assumes mid-year acquisition.,半年慣行は年央での取得を仮定する。,,verified,
957,TCP,safe harbor,セーフ・ハーバー(免責基準),The taxpayer met the estimated tax safe harbor.,納税者は予定納税のセーフ・ハーバーを満たした。,,verified,
958,TCP,capital loss carryover,譲渡損失の繰越,The unused capital loss becomes a carryover.,未使用の譲渡損失は繰越となる。,,verified,
959,TCP,qualified small business stock,適格中小企業株式,Gains on qualified small business stock may be excluded.,適格中小企業株式の譲渡益は非課税となり得る。,,verified,
960,TCP,incentive stock option,税制適格ストック・オプション(ISO),No income is recognized when an ISO is exercised.,ISOの行使時には所得は認識されない。,,verified,
961,TCP,nonqualified stock option,税制非適格ストック・オプション,Exercising a nonqualified option creates ordinary income.,非適格オプションの行使は通常所得を生む。,,verified,
962,TCP,restricted stock,譲渡制限株式,Restricted stock is taxed when it vests.,譲渡制限株式は権利確定時に課税される。,,verified,
963,TCP,vesting,権利確定,The shares are subject to four-year vesting.,その株式は4年の権利確定期間に服する。,,verified,
964,TCP,Section 83(b) election,83条(b)項の選択,A Section 83(b) election taxes the stock at grant.,83条(b)項の選択により株式は付与時に課税される。,,verified,
965,TCP,tax deferral,課税繰延べ,Retirement plans provide tax deferral.,退職年金制度は課税繰延べをもたらす。,,verified,
966,TCP,constructive receipt,みなし受領,Constructive receipt taxes income made available.,みなし受領により受領可能となった所得は課税される。,,verified,
967,TCP,assignment of income doctrine,所得移転の法理,The assignment of income doctrine taxes the earner.,所得移転の法理により稼得者に課税される。,,verified,
968,TCP,step-up in basis,(相続時の)ベーシスの引上げ,Inherited assets receive a step-up in basis.,相続資産はベーシスの引上げを受ける。,,verified,
969,TCP,carryover basis,引継ベーシス,Gifted property takes a carryover basis.,贈与財産は引継ベーシスを承継する。,,verified,
970,TCP,gift splitting,贈与の夫婦分割(ギフト・スプリッティング),Gift splitting doubles the annual exclusion.,贈与の夫婦分割により年間非課税枠は2倍になる。,,verified,
971,TCP,charitable remainder trust,公益残余信託,A charitable remainder trust pays income before the gift.,公益残余信託は寄付の前に受益者へ収益を支払う。,,verified,
972,TCP,life insurance proceeds,生命保険金,Life insurance proceeds are generally tax-free.,生命保険金は原則として非課税である。,,verified,
973,TCP,education credits,教育税額控除,Education credits offset tuition costs.,教育税額控除は授業料負担を軽減する。,,verified,
974,TCP,lifetime learning credit,生涯学習税額控除,The lifetime learning credit applies to continuing education.,生涯学習税額控除は継続教育に適用される。,,verified,
975,TCP,premium tax credit,保険料税額控除,The premium tax credit subsidizes health insurance.,保険料税額控除は医療保険料を補助する。,,verified,
976,TCP,self-employment tax,自営業税,Self-employment tax covers social security and medicare.,自営業税は社会保障とメディケアの財源となる。,,verified,
977,TCP,hobby loss rules,趣味活動の損失制限,The hobby loss rules disallowed the deductions.,趣味活動の損失制限により控除が否認された。,,verified,
978,TCP,home office deduction,自宅事務所控除,The home office deduction requires exclusive business use.,自宅事務所控除には事業専用の使用が必要である。,,verified,
979,TCP,early withdrawal penalty,早期引出しペナルティ,An early withdrawal penalty applies before the specified age.,所定の年齢前の引出しにはペナルティが課される。,,verified,
980,TCP,catch-up contribution,キャッチアップ拠出,Older workers may make catch-up contributions.,一定年齢以上の労働者はキャッチアップ拠出ができる。,,verified,
981,TCP,adjusted basis,調整後ベーシス,Gain equals the amount realized minus adjusted basis.,利得は実現額から調整後ベーシスを差し引いた額である。,,verified,
982,TCP,amount realized,譲渡対価(実現額),The amount realized includes cash and debt relief.,実現額には現金と債務の引受けが含まれる。,,verified,
983,TCP,recognized gain,認識利得,Only part of the realized gain was recognized.,実現利得の一部のみが認識された。,,verified,
984,TCP,holding period,保有期間,The holding period determines capital gain treatment.,保有期間は譲渡益の取扱いを決める。,,verified,
985,TCP,inherited property,相続財産,Inherited property is treated as long-term.,相続財産は長期保有として扱われる。,,verified,
986,TCP,community property,夫婦共有財産,Community property rules apply in some states.,一部の州では夫婦共有財産制度が適用される。,,verified,
987,TCP,alternate valuation date,(遺産の)代替評価日,The estate elected the alternate valuation date.,遺産について代替評価日が選択された。,,verified,
988,TCP,portability,(遺産税控除の)移転(ポータビリティ),Portability transfers the unused exclusion to the spouse.,ポータビリティにより未使用の控除枠が配偶者へ移転する。,,verified,
989,TCP,qualified disclaimer,適格放棄,A qualified disclaimer passes property without gift tax.,適格放棄により贈与税なしで財産が移転する。,,verified,
990,TCP,present interest,現在権益,The annual exclusion requires a present interest.,年間非課税枠には現在権益が必要である。,,verified,
991,TCP,future interest,将来権益,A future interest does not qualify for the exclusion.,将来権益は非課税枠の対象とならない。,,verified,
992,TCP,remainder interest,残余権,The trust gave a remainder interest to the children.,その信託は子らに残余権を与えた。,,verified,
993,TCP,life estate,生涯権益,The widow received a life estate in the home.,その未亡人は自宅の生涯権益を得た。,,verified,
994,TCP,charitable lead trust,公益先行信託,A charitable lead trust pays the charity first.,公益先行信託はまず公益団体に支払う。,,verified,
995,TCP,underpayment penalty,過少納付ペナルティ,An underpayment penalty was assessed for the year.,その年度について過少納付ペナルティが賦課された。,,verified,
996,TCP,failure-to-file penalty,無申告ペナルティ,The failure-to-file penalty exceeds the failure-to-pay penalty.,無申告ペナルティは納付遅延ペナルティより重い。,,verified,
997,TCP,failure-to-pay penalty,納付遅延ペナルティ,A failure-to-pay penalty accrues monthly.,納付遅延ペナルティは月ごとに加算される。,,verified,
998,TCP,accuracy-related penalty,正確性関連ペナルティ,An accuracy-related penalty applies to negligent understatement.,正確性関連ペナルティは過失による過少申告に適用される。,,verified,
999,TCP,innocent spouse relief,無過失配偶者救済,Innocent spouse relief protects an unaware spouse.,無過失配偶者救済は事情を知らない配偶者を保護する。,,verified,
1000,TCP,offer in compromise,和解申出(オファー・イン・コンプロマイズ),An offer in compromise settles the tax debt for less.,和解申出により税債務は減額されて解決される。,,verified,
